ID	Condition	sentence	noun_transparency	noun	Trial_Index_	RT	Accuracy
A48	D23_C2	Avisa de que su templo sagrado tiene poderes m‡gicos.	transp	templo	8	1735	1
A48	D01_C4	Dice que su proyector nuevo cuesta mucho dinero.	opaq	proyector	9	1630	1
A48	D09_C4	Declara que su cami—n antiguo contamina el ambiente.	opaq	cami—n	10	1605	1
A48	D08_C1	Cuenta que la planta bonita gana el concurso.	transp	planta	11	1575	1
A48	D19_C2	Descubre que su sombrero barato soporta la lluvia.	transp	sombrero	12	1759	1
A48	D05_C4	Anuncia que su cristal roto crea m‡s basura.	opaq	cristal	13	1467	1
A48	D32_C1	Indica que la revista c—mica divierte a todos.	transp	revista	14	1572	1
A48	D10_C3	Menciona que la nariz dorada causa sorpresa.	opaq	nariz	15	1322	1
A48	D15_C2	Explica que su tama–o mediano resulta m‡s pr‡ctico.	transp	tama–o	16	2217	1
A48	D06_C3	Piensa que la crisis larga produce insomnio.	opaq	crisis	17	1211	1
A48	D27_C2	Anuncia que su vaso sucio disgusta al invitado.	transp	vaso	18	4275	1
A48	D20_C1	Sostiene que la taberna oscura necesita m‡s luz.	transp	taberna	19	1444	1
A48	D30_C3	Declara que la tradici—n rara confunde al rey.	opaq	tradici—n	20	1634	1
A48	D29_C4	Cuenta que su lugar famoso representa su vida.	opaq	lugar	21	1387	1
A48	D12_C1	Aclara que la palabra secreta resuelve el misterio.	transp	palabra	22	1591	1
A48	D16_C1	Aclara que la escuela pœblica trae problemas.	transp	escuela	23	1501	1
A48	D11_C2	Indica que su mercado peque–o contrata a estudiantes.	transp	mercado	24	1784	1
A48	D28_C1	Opina que la novela tr‡gica divide al pueblo.	transp	novela	25	1670	1
A48	D04_C1	Comenta que la silla rosada mejora la sala.	transp	silla	26	1540	1
A48	D31_C2	Menciona que su bolso morado lidera las ventas.	transp	bolso	27	1689	1
A48	D03_C2	Cree que su plato t’pico lleva demasiados ingredientes.	transp	plato	28	1481	1
A48	D13_C4	Opina que su collar negro cautiva al cliente.	opaq	collar	29	1496	1
A48	D02_C3	Avisa de que la conexi—n moderna repara el sistema.	opaq	conexi—n	30	1576	1
A48	D21_C4	Demuestra que su malet’n caro resiste la lluvia.	opaq	malet’n	31	1592	1
A48	D18_C3	Manifiesta que la mansi—n preciosa sorprende al hombre.	opaq	mansi—n	32	1822	0
A48	D25_C4	Comenta que su sill—n blanco demanda mucho cuidado.	opaq	sill—n	33	1414	1
A52	PD_C4	Dice que la mochila rallada contiene nuestras cosas	transp	mochila	1	29248	0
A52	D30_C3	Declara que la tradici—n rara confunde al rey.	opaq	tradici—n	2	2932	1
A52	D08_C1	Cuenta que la planta bonita gana el concurso.	transp	planta	3	2981	1
A52	D19_C2	Descubre que su sombrero barato soporta la lluvia.	transp	sombrero	4	2702	1
A52	D28_C1	Opina que la novela tr‡gica divide al pueblo.	transp	novela	5	2644	1
A52	D16_C1	Aclara que la escuela pœblica trae problemas.	transp	escuela	6	2248	1
A52	D24_C1	Cree que la cena mala decepciona al padre.	transp	cena	7	2334	1
A52	D22_C3	Dice que la naci—n limpia recibe m‡s turistas.	opaq	naci—n	8	2099	1
A52	D17_C4	Sugiere que su pantal—n rojo llama la atenci—n.	opaq	pantal—n	9	1725	1
A52	D11_C2	Indica que su mercado peque–o contrata a estudiantes.	transp	mercado	10	3450	1
A52	D09_C4	Declara que su cami—n antiguo contamina el ambiente.	opaq	cami—n	11	2791	1
A52	D29_C4	Cuenta que su lugar famoso representa su vida.	opaq	lugar	12	3309	0
A52	D14_C3	Se–ala que la lecci—n perfecta requiere preparaci—n.	opaq	lecci—n	13	3598	1
A52	D05_C4	Anuncia que su cristal roto crea m‡s basura.	opaq	cristal	14	2760	1
A52	D13_C4	Opina que su collar negro cautiva al cliente.	opaq	collar	15	3046	1
A52	D03_C2	Cree que su plato t’pico lleva demasiados ingredientes.	transp	plato	16	3477	1
A52	D06_C3	Piensa que la crisis larga produce insomnio.	opaq	crisis	17	2198	1
A52	D10_C3	Menciona que la nariz dorada causa sorpresa.	opaq	nariz	18	2559	1
A52	D31_C2	Menciona que su bolso morado lidera las ventas.	transp	bolso	19	2711	0
A52	D27_C2	Anuncia que su vaso sucio disgusta al invitado.	transp	vaso	20	3116	1
A52	D07_C2	Descubre que su teclado bueno vale menos dinero.	transp	teclado	21	2816	1
A52	D18_C3	Manifiesta que la mansi—n preciosa sorprende al hombre.	opaq	mansi—n	22	2364	1
A52	D32_C1	Indica que la revista c—mica divierte a todos.	transp	revista	23	2255	1
A52	D23_C2	Avisa de que su templo sagrado tiene poderes m‡gicos.	transp	templo	24	2558	1
A52	D26_C3	Piensa que la religi—n estricta molesta al joven.	opaq	religi—n	25	2637	1
A52	D02_C3	Avisa de que la conexi—n moderna repara el sistema.	opaq	conexi—n	26	2408	1
A52	D21_C4	Demuestra que su malet’n caro resiste la lluvia.	opaq	malet’n	27	2672	1
A52	D12_C1	Aclara que la palabra secreta resuelve el misterio.	transp	palabra	28	2122	1
A52	D15_C2	Explica que su tama–o mediano resulta m‡s pr‡ctico.	transp	tama–o	29	1673	1
A52	D01_C4	Dice que su proyector nuevo cuesta mucho dinero.	opaq	proyector	30	1735	1
A52	D04_C1	Comenta que la silla rosada mejora la sala.	transp	silla	31	1697	1
A52	D25_C4	Comenta que su sill—n blanco demanda mucho cuidado.	opaq	sill—n	32	1473	1
A52	D20_C1	Sostiene que la taberna oscura necesita m‡s luz.	transp	taberna	33	2318	1
A53	PD_C4	Dice que la mochila rallada contiene nuestras cosas	transp	mochila	1	5555	1
A53	D11_C3	Indica que el hospital peque–o contrata a estudiantes.	opaq	hospital	2	3903	1
A53	D06_C4	Piensa que su crisis larga produce insomnio.	opaq	crisis	3	2512	1
A53	D10_C4	Menciona que su nariz dorada causa sorpresa.	opaq	nariz	4	2372	1
A53	D08_C2	Cuenta que su planta bonita gana el concurso.	transp	planta	5	2604	1
A53	D19_C3	Descubre que el paraguas barato soporta la lluvia.	opaq	paraguas	6	2597	1
A53	D18_C4	Manifiesta que su mansi—n preciosa sorprende al hombre.	opaq	mansi—n	7	3173	1
A53	D12_C2	Aclara que su palabra secreta resuelve el misterio.	transp	palabra	8	2906	1
A53	D15_C3	Explica que el cintur—n mediano resulta m‡s pr‡ctico.	opaq	cintur—n	9	2998	1
A53	D05_C1	Anuncia que el palo roto crea m‡s basura.	transp	palo	10	2360	1
A53	D02_C4	Avisa de que su conexi—n moderna repara el sistema.	opaq	conexi—n	11	2680	1
A53	D24_C2	Cree que su cena mala decepciona al padre.	transp	cena	12	2564	1
A53	D25_C1	Comenta que el suelo blanco demanda mucho cuidado.	transp	suelo	13	2536	1
A53	D31_C3	Menciona que el ma’z morado lidera las ventas.	opaq	ma’z	14	2372	1
A53	D23_C3	Avisa de que el metal sagrado tiene poderes m‡gicos.	opaq	metal	15	2707	1
A53	D04_C2	Comenta que su silla rosada mejora la sala.	transp	silla	16	2907	1
A53	D20_C2	Sostiene que su taberna oscura necesita m‡s luz.	transp	taberna	17	2799	1
A53	D17_C1	Sugiere que el anillo rojo llama la atenci—n.	transp	anillo	18	2426	1
A53	D16_C2	Aclara que su escuela pœbica trae problemas.	transp	escuea	19	2990	1
A53	D28_C2	Opina que su novela tr‡gica divide al pueblo.	transp	novela	20	3132	1
A53	D30_C4	Declara que su tradici—n rara confunde al rey.	opaq	tradici—n	21	2594	1
A53	D13_C1	Opina que el cuero negro cautiva al cliente.	transp	cuero	22	2312	1
A53	D29_C1	Cuenta que el cuadro famoso representa su vida.	transp	cuadro	23	2495	1
A53	D22_C4	Dice que su naci—n limpia recibe m‡s turistas.	opaq	naci—n	24	2660	1
A53	D27_C3	Anuncia que el jard’n sucio disgusta al invitado.	opaq	jard’n	25	2930	1
A53	D26_C4	Piensa que su religi—n estricta molesta al joven.	opaq	religi—n	26	2793	1
A53	D07_C3	Descubre que el borrador bueno vale menos dinero.	opaq	borrador	27	2503	1
A53	D09_C1	Declara que el carro antiguo contamina el ambiente.	transp	carro	28	2714	1
A53	D32_C2	Indica que su revista c—mica divierte a todos.	transp	revista	29	2472	1
A53	D14_C4	Se–ala que su lecci—n perfecta requiere preparaci—n.	opaq	lecci—n	30	2706	1
A53	D21_C1	Demuestra que el zapato caro resiste la lluvia.	transp	zapato	31	2443	1
A53	D01_C1	Dice que el colegio nuevo cuesta mucho dinero.	transp	colegio	32	2802	1
A53	D03_C3	Cree que el pastel t’pico lleva demasiados ingredientes.	opaq	pastel	33	3226	1
A59	PD_C4	Dice que la mochila rallada contiene nuestras cosas	transp	mochila	1	33808	1
A59	D19_C2	Descubre que su sombrero barato soporta la lluvia.	transp	sombrero	2	2351	0
A59	D24_C1	Cree que la cena mala decepciona al padre.	transp	cena	3	1683	1
A59	D26_C3	Piensa que la religi—n estricta molesta al joven.	opaq	religi—n	4	2346	1
A59	D07_C2	Descubre que su teclado bueno vale menos dinero.	transp	teclado	5	1710	1
A59	D02_C3	Avisa de que la conexi—n moderna repara el sistema.	opaq	conexi—n	6	1991	1
A59	D01_C4	Dice que su proyector nuevo cuesta mucho dinero.	opaq	proyector	7	1758	1
A59	D06_C3	Piensa que la crisis larga produce insomnio.	opaq	crisis	8	1524	1
A59	D11_C2	Indica que su mercado peque–o contrata a estudiantes.	transp	mercado	9	1831	1
A59	D32_C1	Indica que la revista c—mica divierte a todos.	transp	revista	10	1636	1
A59	D17_C4	Sugiere que su pantal—n rojo llama la atenci—n.	opaq	pantal—n	11	1940	1
A59	D12_C1	Aclara que la palabra secreta resuelve el misterio.	transp	palabra	12	1610	1
A59	D22_C3	Dice que la naci—n limpia recibe m‡s turistas.	opaq	naci—n	13	1695	1
A59	D04_C1	Comenta que la silla rosada mejora la sala.	transp	silla	14	1317	1
A59	D29_C4	Cuenta que su lugar famoso representa su vida.	opaq	lugar	15	1454	0
A59	D15_C2	Explica que su tama–o mediano resulta m‡s pr‡ctico.	transp	tama–o	16	2173	1
A59	D23_C2	Avisa de que su templo sagrado tiene poderes m‡gicos.	transp	templo	17	2258	1
A59	D08_C1	Cuenta que la planta bonita gana el concurso.	transp	planta	18	1435	1
A59	D21_C4	Demuestra que su malet’n caro resiste la lluvia.	opaq	malet’n	19	3887	1
A59	D30_C3	Declara que la tradici—n rara confunde al rey.	opaq	tradici—n	20	1750	1
A59	D10_C3	Menciona que la nariz dorada causa sorpresa.	opaq	nariz	21	1396	1
A59	D25_C4	Comenta que su sill—n blanco demanda mucho cuidado.	opaq	sill—n	22	1475	1
A59	D31_C2	Menciona que su bolso morado lidera las ventas.	transp	bolso	23	1636	1
A59	D27_C2	Anuncia que su vaso sucio disgusta al invitado.	transp	vaso	24	1937	1
A59	D03_C2	Cree que su plato t’pico lleva demasiados ingredientes.	transp	plato	25	1479	1
A59	D18_C3	Manifiesta que la mansi—n preciosa sorprende al hombre.	opaq	mansi—n	26	2348	0
A59	D13_C4	Opina que su collar negro cautiva al cliente.	opaq	collar	27	1790	1
A59	D05_C4	Anuncia que su cristal roto crea m‡s basura.	opaq	cristal	28	2256	1
A59	D14_C3	Se–ala que la lecci—n perfecta requiere preparaci—n.	opaq	lecci—n	29	1815	1
A59	D16_C1	Aclara que la escuela pœblica trae problemas.	transp	escuela	30	1453	1
A59	D28_C1	Opina que la novela tr‡gica divide al pueblo.	transp	novela	31	1799	1
A59	D20_C1	Sostiene que la taberna oscura necesita m‡s luz.	transp	taberna	32	2398	1
A59	D09_C4	Declara que su cami—n antiguo contamina el ambiente.	opaq	cami—n	33	2115	1
A61	PD_C4	Dice que la mochila rallada contiene nuestras cosas	transp	mochila	1	4706	1
A61	D32_C2	Indica que su revista c—mica divierte a todos.	transp	revista	2	2369	1
A61	D28_C2	Opina que su novela tr‡gica divide al pueblo.	transp	novela	3	3067	1
A61	D08_C2	Cuenta que su planta bonita gana el concurso.	transp	planta	4	2780	1
A61	D01_C1	Dice que el colegio nuevo cuesta mucho dinero.	transp	colegio	5	5290	0
A61	D22_C4	Dice que su naci—n limpia recibe m‡s turistas.	opaq	naci—n	6	2777	1
A61	D23_C3	Avisa de que el metal sagrado tiene poderes m‡gicos.	opaq	metal	7	2332	1
A61	D13_C1	Opina que el cuero negro cautiva al cliente.	transp	cuero	8	2046	1
A61	D06_C4	Piensa que su crisis larga produce insomnio.	opaq	crisis	9	1913	1
A61	D04_C2	Comenta que su silla rosada mejora la sala.	transp	silla	10	2175	1
A61	D09_C1	Declara que el carro antiguo contamina el ambiente.	transp	carro	11	2806	1
A61	D14_C4	Se–ala que su lecci—n perfecta requiere preparaci—n.	opaq	lecci—n	12	2516	1
A61	D05_C1	Anuncia que el palo roto crea m‡s basura.	transp	palo	13	1941	1
A61	D26_C4	Piensa que su religi—n estricta molesta al joven.	opaq	religi—n	14	2285	1
A61	D20_C2	Sostiene que su taberna oscura necesita m‡s luz.	transp	taberna	15	1848	1
A61	D24_C2	Cree que su cena mala decepciona al padre.	transp	cena	16	1657	1
A61	D30_C4	Declara que su tradici—n rara confunde al rey.	opaq	tradici—n	17	2077	1
A61	D11_C3	Indica que el hospital peque–o contrata a estudiantes.	opaq	hospital	18	2515	1
A61	D27_C3	Anuncia que el jard’n sucio disgusta al invitado.	opaq	jard’n	19	2005	1
A61	D18_C4	Manifiesta que su mansi—n preciosa sorprende al hombre.	opaq	mansi—n	20	2028	1
A61	D02_C4	Avisa de que su conexi—n moderna repara el sistema.	opaq	conexi—n	21	2025	1
A61	D17_C1	Sugiere que el anillo rojo llama la atenci—n.	transp	anillo	22	2105	1
A61	D15_C3	Explica que el cintur—n mediano resulta m‡s pr‡ctico.	opaq	cintur—n	23	2460	1
A61	D16_C2	Aclara que su escuela pœbica trae problemas.	transp	escuea	24	2422	1
A61	D21_C1	Demuestra que el zapato caro resiste la lluvia.	transp	zapato	25	2418	1
A61	D10_C4	Menciona que su nariz dorada causa sorpresa.	opaq	nariz	26	1943	1
A61	D25_C1	Comenta que el suelo blanco demanda mucho cuidado.	transp	suelo	27	1570	1
A61	D03_C3	Cree que el pastel t’pico lleva demasiados ingredientes.	opaq	pastel	28	2269	1
A61	D19_C3	Descubre que el paraguas barato soporta la lluvia.	opaq	paraguas	29	3223	1
A61	D29_C1	Cuenta que el cuadro famoso representa su vida.	transp	cuadro	30	1642	1
A61	D07_C3	Descubre que el borrador bueno vale menos dinero.	opaq	borrador	31	1734	1
A61	D31_C3	Menciona que el ma’z morado lidera las ventas.	opaq	ma’z	32	1792	1
A61	D12_C2	Aclara que su palabra secreta resuelve el misterio.	transp	palabra	33	2281	1
B13	PD_C4	Dice que la mochila rallada contiene nuestras cosas	transp	mochila	1	5403	1
B13	D02_C3	Avisa de que la conexi—n moderna repara el sistema.	opaq	conexi—n	2	3271	1
B13	D27_C2	Anuncia que su vaso sucio disgusta al invitado.	transp	vaso	3	3470	1
B13	D32_C1	Indica que la revista c—mica divierte a todos.	transp	revista	4	2869	1
B13	D09_C4	Declara que su cami—n antiguo contamina el ambiente.	opaq	cami—n	5	2762	1
B13	D30_C3	Declara que la tradici—n rara confunde al rey.	opaq	tradici—n	6	3394	1
B13	D31_C2	Menciona que su bolso morado lidera las ventas.	transp	bolso	7	3451	1
B13	D07_C2	Descubre que su teclado bueno vale menos dinero.	transp	teclado	8	3250	1
B13	D08_C1	Cuenta que la planta bonita gana el concurso.	transp	planta	9	3089	1
B13	D22_C3	Dice que la naci—n limpia recibe m‡s turistas.	opaq	naci—n	10	3295	1
B13	D04_C1	Comenta que la silla rosada mejora la sala.	transp	silla	11	2585	1
B13	D19_C2	Descubre que su sombrero barato soporta la lluvia.	transp	sombrero	12	2815	1
B13	D01_C4	Dice que su proyector nuevo cuesta mucho dinero.	opaq	proyector	13	3885	1
B13	D23_C2	Avisa de que su templo sagrado tiene poderes m‡gicos.	transp	templo	14	3302	1
B13	D28_C1	Opina que la novela tr‡gica divide al pueblo.	transp	novela	15	3143	1
B13	D26_C3	Piensa que la religi—n estricta molesta al joven.	opaq	religi—n	16	3275	1
B13	D25_C4	Comenta que su sill—n blanco demanda mucho cuidado.	opaq	sill—n	17	2865	1
B13	D10_C3	Menciona que la nariz dorada causa sorpresa.	opaq	nariz	18	2925	1
B13	D15_C2	Explica que su tama–o mediano resulta m‡s pr‡ctico.	transp	tama–o	19	3117	1
B13	D12_C1	Aclara que la palabra secreta resuelve el misterio.	transp	palabra	20	3232	1
B13	D11_C2	Indica que su mercado peque–o contrata a estudiantes.	transp	mercado	21	3631	1
B13	D17_C4	Sugiere que su pantal—n rojo llama la atenci—n.	opaq	pantal—n	22	3208	1
B13	D18_C3	Manifiesta que la mansi—n preciosa sorprende al hombre.	opaq	mansi—n	23	3168	1
B13	D13_C4	Opina que su collar negro cautiva al cliente.	opaq	collar	24	3109	1
B13	D16_C1	Aclara que la escuela pœblica trae problemas.	transp	escuela	25	2958	1
B13	D05_C4	Anuncia que su cristal roto crea m‡s basura.	opaq	cristal	26	3147	1
B13	D14_C3	Se–ala que la lecci—n perfecta requiere preparaci—n.	opaq	lecci—n	27	3150	1
B13	D29_C4	Cuenta que su lugar famoso representa su vida.	opaq	lugar	28	3238	0
B13	D06_C3	Piensa que la crisis larga produce insomnio.	opaq	crisis	29	3159	1
B13	D20_C1	Sostiene que la taberna oscura necesita m‡s luz.	transp	taberna	30	3452	1
B13	D03_C2	Cree que su plato t’pico lleva demasiados ingredientes.	transp	plato	31	4328	1
B13	D21_C4	Demuestra que su malet’n caro resiste la lluvia.	opaq	malet’n	32	3169	1
B13	D24_C1	Cree que la cena mala decepciona al padre.	transp	cena	33	3155	1
B16	PD_C4	Dice que la mochila rallada contiene nuestras cosas	transp	mochila	1	5496	1
B16	D29_C1	Cuenta que el cuadro famoso representa su vida.	transp	cuadro	2	2589	0
B16	D19_C3	Descubre que el paraguas barato soporta la lluvia.	opaq	paraguas	3	2745	1
B16	D30_C4	Declara que su tradici—n rara confunde al rey.	opaq	tradici—n	4	3293	1
B16	D02_C4	Avisa de que su conexi—n moderna repara el sistema.	opaq	conexi—n	5	2970	1
B16	D26_C4	Piensa que su religi—n estricta molesta al joven.	opaq	religi—n	6	2789	1
B16	D10_C4	Menciona que su nariz dorada causa sorpresa.	opaq	nariz	7	2650	1
B16	D21_C1	Demuestra que el zapato caro resiste la lluvia.	transp	zapato	8	3094	1
B16	D08_C2	Cuenta que su planta bonita gana el concurso.	transp	planta	9	2982	1
B16	D22_C4	Dice que su naci—n limpia recibe m‡s turistas.	opaq	naci—n	10	2722	1
B16	D25_C1	Comenta que el suelo blanco demanda mucho cuidado.	transp	suelo	11	1831	1
B16	D18_C4	Manifiesta que su mansi—n preciosa sorprende al hombre.	opaq	mansi—n	12	5502	1
B16	D28_C2	Opina que su novela tr‡gica divide al pueblo.	transp	novela	13	2906	1
B16	D32_C2	Indica que su revista c—mica divierte a todos.	transp	revista	14	2698	1
B16	D06_C4	Piensa que su crisis larga produce insomnio.	opaq	crisis	15	2387	1
B16	D11_C3	Indica que el hospital peque–o contrata a estudiantes.	opaq	hospital	16	3335	1
B16	D07_C3	Descubre que el borrador bueno vale menos dinero.	opaq	borrador	17	3499	1
B16	D09_C1	Declara que el carro antiguo contamina el ambiente.	transp	carro	18	3696	1
B16	D04_C2	Comenta que su silla rosada mejora la sala.	transp	silla	19	2432	1
B16	D23_C3	Avisa de que el metal sagrado tiene poderes m‡gicos.	opaq	metal	20	2808	1
B16	D03_C3	Cree que el pastel t’pico lleva demasiados ingredientes.	opaq	pastel	21	3453	1
B16	D05_C1	Anuncia que el palo roto crea m‡s basura.	transp	palo	22	2271	1
B16	D24_C2	Cree que su cena mala decepciona al padre.	transp	cena	23	2602	1
B16	D31_C3	Menciona que el ma’z morado lidera las ventas.	opaq	ma’z	24	2669	1
B16	D17_C1	Sugiere que el anillo rojo llama la atenci—n.	transp	anillo	25	3075	1
B16	D15_C3	Explica que el cintur—n mediano resulta m‡s pr‡ctico.	opaq	cintur—n	26	2977	1
B16	D20_C2	Sostiene que su taberna oscura necesita m‡s luz.	transp	taberna	27	2970	1
B16	D01_C1	Dice que el colegio nuevo cuesta mucho dinero.	transp	colegio	28	2072	1
B16	D14_C4	Se–ala que su lecci—n perfecta requiere preparaci—n.	opaq	lecci—n	29	3188	1
B16	D27_C3	Anuncia que el jard’n sucio disgusta al invitado.	opaq	jard’n	30	3216	1
B16	D13_C1	Opina que el cuero negro cautiva al cliente.	transp	cuero	31	2551	1
B16	D12_C2	Aclara que su palabra secreta resuelve el misterio.	transp	palabra	32	3017	1
B16	D16_C2	Aclara que su escuela pœbica trae problemas.	transp	escuea	33	2680	1
B19	PD_C4	Dice que la mochila rallada contiene nuestras cosas	transp	mochila	1	17093	1
B19	D27_C4	Anuncia que su jard’n sucio disgusta al invitado.	opaq	jard’n	2	5925	0
B19	D01_C2	Dice que su colegio nuevo cuesta mucho dinero.	transp	colegio	3	2889	1
B19	D24_C3	Cree que la acci—n mala decepciona al padre.	opaq	acci—n	4	2580	1
B19	D17_C2	Sugiere que su anillo rojo llama la atenci—n.	transp	anillo	5	1687	1
B19	D32_C3	Indica que la reuni—n c—mica divierte a todos.	opaq	reuni—n	6	2371	1
B19	D08_C3	Cuenta que la canci—n bonita gana el concurso.	opaq	canci—n	7	1938	1
B19	D28_C3	Opina que la situaci—n tr‡gica divide al pueblo.	opaq	situaci—n	8	2983	1
B19	D05_C2	Anuncia que su palo roto crea m‡s basura.	transp	palo	9	2214	1
B19	D14_C1	Se–ala que la fiesta perfecta requiere preparaci—n.	transp	fiesta	10	1796	1
B19	D10_C1	Menciona que la falda dorada causa sorpresa.	transp	falda	11	2273	1
B19	D07_C4	Descubre que su borrador bueno vale menos dinero.	opaq	borrador	12	2511	1
B19	D12_C3	Aclara que la imagen secreta resuelve el misterio.	opaq	imagen	13	2745	1
B19	D22_C1	Dice que la sala limpia recibe m‡s turistas.	transp	sala	14	2167	1
B19	D04_C3	Comenta que la pared rosada mejora la sala.	opaq	pared	15	2108	1
B19	D18_C1	Manifiesta que la piedra preciosa sorprende al hombre.	transp	piedra	16	3039	1
B19	D13_C2	Opina que su cuero negro cautiva al cliente.	transp	cuero	17	1821	1
B19	D26_C1	Piensa que la iglesia estricta molesta al joven.	transp	iglesia	18	1920	1
B19	D20_C3	Sostiene que la estaci—n oscura necesita m‡s luz.	opaq	estaci—n	19	2749	1
B19	D21_C2	Demuestra que su zapato caro resiste la lluvia.	transp	zapato	20	1783	1
B19	D03_C4	Cree que su pastel t’pico lleva demasiados ingredientes.	opaq	pastel	21	1791	1
B19	D19_C4	Descubre que su paraguas barato soporta la lluvia.	opaq	paraguas	22	3090	1
B19	D23_C4	Avisa de que su metal sagrado tiene poderes m‡gicos.	opaq	metal	23	2917	1
B19	D15_C4	Explica que su cintur—n mediano resulta m‡s pr‡ctico.	opaq	cintur—n	24	3199	1
B19	D30_C1	Declara que la l‡mpara rara confunde al rey.	transp	l‡mpara	25	2367	1
B19	D31_C4	Menciona que su ma’z morado lidera las ventas.	opaq	ma’z	26	2278	1
B19	D29_C2	Cuenta que su cuadro famoso representa su vida.	transp	cuadro	27	2437	1
B19	D02_C1	Avisa de que la m‡quina moderna repara el sistema.	transp	m‡quina	28	2392	1
B19	D09_C2	Declara que su carro antiguo contamina el ambiente.	transp	carro	29	2340	1
B19	D25_C2	Comenta que su suelo blanco demanda mucho cuidado.	transp	suelo	30	1318	1
B19	D06_C1	Piensa que la charla larga produce insomnio.	transp	charla	31	2226	1
B19	D11_C4	Indica que su hospital peque–o contrata a estudiantes.	opaq	hospital	32	2891	1
B19	D16_C3	Aclara que la opini—n pœblica trae problemas.	opaq	opini—n	33	2304	1
B24	PD_C4	Dice que la mochila rallada contiene nuestras cosas	transp	mochila	1	6459	1
B24	D03_C3	Cree que el pastel t’pico lleva demasiados ingredientes.	opaq	pastel	2	2403	1
B24	D18_C4	Manifiesta que su mansi—n preciosa sorprende al hombre.	opaq	mansi—n	3	6017	1
B24	D05_C1	Anuncia que el palo roto crea m‡s basura.	transp	palo	4	1293	1
B24	D09_C1	Declara que el carro antiguo contamina el ambiente.	transp	carro	5	2749	1
B24	D24_C2	Cree que su cena mala decepciona al padre.	transp	cena	6	2116	1
B24	D20_C2	Sostiene que su taberna oscura necesita m‡s luz.	transp	taberna	7	2682	1
B24	D27_C3	Anuncia que el jard’n sucio disgusta al invitado.	opaq	jard’n	8	1600	1
B24	D23_C3	Avisa de que el metal sagrado tiene poderes m‡gicos.	opaq	metal	9	2069	1
B24	D17_C1	Sugiere que el anillo rojo llama la atenci—n.	transp	anillo	10	1212	1
B24	D25_C1	Comenta que el suelo blanco demanda mucho cuidado.	transp	suelo	11	1313	1
B24	D22_C4	Dice que su naci—n limpia recibe m‡s turistas.	opaq	naci—n	12	1678	1
B24	D13_C1	Opina que el cuero negro cautiva al cliente.	transp	cuero	13	1621	1
B24	D06_C4	Piensa que su crisis larga produce insomnio.	opaq	crisis	14	1711	1
B24	D02_C4	Avisa de que su conexi—n moderna repara el sistema.	opaq	conexi—n	15	2426	1
B24	D07_C3	Descubre que el borrador bueno vale menos dinero.	opaq	borrador	16	1324	1
B24	D30_C4	Declara que su tradici—n rara confunde al rey.	opaq	tradici—n	17	2138	1
B24	D14_C4	Se–ala que su lecci—n perfecta requiere preparaci—n.	opaq	lecci—n	18	2807	1
B24	D21_C1	Demuestra que el zapato caro resiste la lluvia.	transp	zapato	19	2036	1
B24	D31_C3	Menciona que el ma’z morado lidera las ventas.	opaq	ma’z	20	1848	1
B24	D04_C2	Comenta que su silla rosada mejora la sala.	transp	silla	21	2101	1
B24	D28_C2	Opina que su novela tr‡gica divide al pueblo.	transp	novela	22	2217	1
B24	D32_C2	Indica que su revista c—mica divierte a todos.	transp	revista	23	2270	1
B24	D10_C4	Menciona que su nariz dorada causa sorpresa.	opaq	nariz	24	1945	1
B24	D01_C1	Dice que el colegio nuevo cuesta mucho dinero.	transp	colegio	25	1290	1
B24	D16_C2	Aclara que su escuela pœbica trae problemas.	transp	escuea	26	1677	1
B24	D29_C1	Cuenta que el cuadro famoso representa su vida.	transp	cuadro	27	1212	1
B24	D15_C3	Explica que el cintur—n mediano resulta m‡s pr‡ctico.	opaq	cintur—n	28	2098	1
B24	D26_C4	Piensa que su religi—n estricta molesta al joven.	opaq	religi—n	29	2097	1
B24	D11_C3	Indica que el hospital peque–o contrata a estudiantes.	opaq	hospital	30	1891	1
B24	D08_C2	Cuenta que su planta bonita gana el concurso.	transp	planta	31	1398	1
B24	D12_C2	Aclara que su palabra secreta resuelve el misterio.	transp	palabra	32	1679	1
B24	D19_C3	Descubre que el paraguas barato soporta la lluvia.	opaq	paraguas	33	1839	1
B27	PD_C4	Dice que la mochila rallada contiene nuestras cosas	transp	mochila	1	5044	1
B27	D22_C1	Dice que la sala limpia recibe m‡s turistas.	transp	sala	2	2828	1
B27	D12_C3	Aclara que la imagen secreta resuelve el misterio.	opaq	imagen	3	2934	1
B27	D06_C1	Piensa que la charla larga produce insomnio.	transp	charla	4	2355	1
B27	D24_C3	Cree que la acci—n mala decepciona al padre.	opaq	acci—n	5	2547	1
B27	D14_C1	Se–ala que la fiesta perfecta requiere preparaci—n.	transp	fiesta	6	3324	1
B27	D07_C4	Descubre que su borrador bueno vale menos dinero.	opaq	borrador	7	2745	1
B27	D26_C1	Piensa que la iglesia estricta molesta al joven.	transp	iglesia	8	2737	1
B27	D32_C3	Indica que la reuni—n c—mica divierte a todos.	opaq	reuni—n	9	2680	1
B27	D15_C4	Explica que su cintur—n mediano resulta m‡s pr‡ctico.	opaq	cintur—n	10	3237	1
B27	D01_C2	Dice que su colegio nuevo cuesta mucho dinero.	transp	colegio	11	3064	1
B27	D05_C2	Anuncia que su palo roto crea m‡s basura.	transp	palo	12	2593	1
