"","Session","ID","Condition","sentence","noun_transparency","noun","Item","RT","Accuracy"
"618","A","48","C2","Indica que su mercado pequeño contrata a estudiantes.","transp","mercado",24,1784,1
"619","A","48","C1","Opina que la novela trágica divide al pueblo.","transp","novela",25,1670,1
"620","A","48","C1","Comenta que la silla rosada mejora la sala.","transp","silla",26,1540,1
"621","A","48","C2","Menciona que su bolso morado lidera las ventas.","transp","bolso",27,1689,1
"622","A","48","C2","Cree que su plato típico lleva demasiados ingredientes.","transp","plato",28,1481,1
"623","A","48","C4","Opina que su collar negro cautiva al cliente.","opaq","collar",29,1496,1
"624","A","48","C3","Avisa de que la conexión moderna repara el sistema.","opaq","conexión",30,1576,1
"625","A","48","C4","Demuestra que su maletín caro resiste la lluvia.","opaq","maletín",31,1592,1
"626","A","48","C3","Manifiesta que la mansión preciosa sorprende al hombre.","opaq","mansión",32,1822,0
"627","A","48","C4","Comenta que su sillón blanco demanda mucho cuidado.","opaq","sillón",33,1414,1
"628","A","52","C4","Dice que la mochila rallada contiene nuestras cosas","transp","mochila",1,29248,0
"629","A","52","C3","Declara que la tradición rara confunde al rey.","opaq","tradición",2,2932,1
"630","A","52","C1","Cuenta que la planta bonita gana el concurso.","transp","planta",3,2981,1
"631","A","52","C2","Descubre que su sombrero barato soporta la lluvia.","transp","sombrero",4,2702,1
"632","A","52","C1","Opina que la novela trágica divide al pueblo.","transp","novela",5,2644,1
"633","A","52","C1","Aclara que la escuela pública trae problemas.","transp","escuela",6,2248,1
"634","A","52","C1","Cree que la cena mala decepciona al padre.","transp","cena",7,2334,1
"635","A","52","C3","Dice que la nación limpia recibe más turistas.","opaq","nación",8,2099,1
"636","A","52","C4","Sugiere que su pantalón rojo llama la atención.","opaq","pantalón",9,1725,1
"637","A","52","C2","Indica que su mercado pequeño contrata a estudiantes.","transp","mercado",10,3450,1
"638","A","52","C4","Declara que su camión antiguo contamina el ambiente.","opaq","camión",11,2791,1
"639","A","52","C4","Cuenta que su lugar famoso representa su vida.","opaq","lugar",12,3309,0
"640","A","52","C3","Señala que la lección perfecta requiere preparación.","opaq","lección",13,3598,1
"641","A","52","C4","Anuncia que su cristal roto crea más basura.","opaq","cristal",14,2760,1
"642","A","52","C4","Opina que su collar negro cautiva al cliente.","opaq","collar",15,3046,1
"643","A","52","C2","Cree que su plato típico lleva demasiados ingredientes.","transp","plato",16,3477,1
"644","A","52","C3","Piensa que la crisis larga produce insomnio.","opaq","crisis",17,2198,1
"645","A","52","C3","Menciona que la nariz dorada causa sorpresa.","opaq","nariz",18,2559,1
"646","A","52","C2","Menciona que su bolso morado lidera las ventas.","transp","bolso",19,2711,0
"647","A","52","C2","Anuncia que su vaso sucio disgusta al invitado.","transp","vaso",20,3116,1
"648","A","52","C2","Descubre que su teclado bueno vale menos dinero.","transp","teclado",21,2816,1
"649","A","52","C3","Manifiesta que la mansión preciosa sorprende al hombre.","opaq","mansión",22,2364,1
"650","A","52","C1","Indica que la revista cómica divierte a todos.","transp","revista",23,2255,1
"651","A","52","C2","Avisa de que su templo sagrado tiene poderes mágicos.","transp","templo",24,2558,1
"652","A","52","C3","Piensa que la religión estricta molesta al joven.","opaq","religión",25,2637,1
"653","A","52","C3","Avisa de que la conexión moderna repara el sistema.","opaq","conexión",26,2408,1
"654","A","52","C4","Demuestra que su maletín caro resiste la lluvia.","opaq","maletín",27,2672,1
"655","A","52","C1","Aclara que la palabra secreta resuelve el misterio.","transp","palabra",28,2122,1
"656","A","52","C2","Explica que su tamaño mediano resulta más práctico.","transp","tamaño",29,1673,1
"657","A","52","C4","Dice que su proyector nuevo cuesta mucho dinero.","opaq","proyector",30,1735,1
"658","A","52","C1","Comenta que la silla rosada mejora la sala.","transp","silla",31,1697,1
"659","A","52","C4","Comenta que su sillón blanco demanda mucho cuidado.","opaq","sillón",32,1473,1
"660","A","52","C1","Sostiene que la taberna oscura necesita más luz.","transp","taberna",33,2318,1
"661","A","53","C4","Dice que la mochila rallada contiene nuestras cosas","transp","mochila",1,5555,1
"662","A","53","C3","Indica que el hospital pequeño contrata a estudiantes.","opaq","hospital",2,3903,1
"663","A","53","C4","Piensa que su crisis larga produce insomnio.","opaq","crisis",3,2512,1
"664","A","53","C4","Menciona que su nariz dorada causa sorpresa.","opaq","nariz",4,2372,1
"665","A","53","C2","Cuenta que su planta bonita gana el concurso.","transp","planta",5,2604,1
"666","A","53","C3","Descubre que el paraguas barato soporta la lluvia.","opaq","paraguas",6,2597,1
"667","A","53","C4","Manifiesta que su mansión preciosa sorprende al hombre.","opaq","mansión",7,3173,1
"668","A","53","C2","Aclara que su palabra secreta resuelve el misterio.","transp","palabra",8,2906,1
"669","A","53","C3","Explica que el cinturón mediano resulta más práctico.","opaq","cinturón",9,2998,1
"670","A","53","C1","Anuncia que el palo roto crea más basura.","transp","palo",10,2360,1
"671","A","53","C4","Avisa de que su conexión moderna repara el sistema.","opaq","conexión",11,2680,1
"672","A","53","C2","Cree que su cena mala decepciona al padre.","transp","cena",12,2564,1
"673","A","53","C1","Comenta que el suelo blanco demanda mucho cuidado.","transp","suelo",13,2536,1
"674","A","53","C3","Menciona que el maíz morado lidera las ventas.","opaq","maíz",14,2372,1
"675","A","53","C3","Avisa de que el metal sagrado tiene poderes mágicos.","opaq","metal",15,2707,1
"676","A","53","C2","Comenta que su silla rosada mejora la sala.","transp","silla",16,2907,1
"677","A","53","C2","Sostiene que su taberna oscura necesita más luz.","transp","taberna",17,2799,1
"678","A","53","C1","Sugiere que el anillo rojo llama la atención.","transp","anillo",18,2426,1
"679","A","53","C2","Aclara que su escuela púbica trae problemas.","transp","escuea",19,2990,1
"680","A","53","C2","Opina que su novela trágica divide al pueblo.","transp","novela",20,3132,1
"681","A","53","C4","Declara que su tradición rara confunde al rey.","opaq","tradición",21,2594,1
"682","A","53","C1","Opina que el cuero negro cautiva al cliente.","transp","cuero",22,2312,1
"683","A","53","C1","Cuenta que el cuadro famoso representa su vida.","transp","cuadro",23,2495,1
"684","A","53","C4","Dice que su nación limpia recibe más turistas.","opaq","nación",24,2660,1
"685","A","53","C3","Anuncia que el jardín sucio disgusta al invitado.","opaq","jardín",25,2930,1
"686","A","53","C4","Piensa que su religión estricta molesta al joven.","opaq","religión",26,2793,1
"687","A","53","C3","Descubre que el borrador bueno vale menos dinero.","opaq","borrador",27,2503,1
"688","A","53","C1","Declara que el carro antiguo contamina el ambiente.","transp","carro",28,2714,1
"689","A","53","C2","Indica que su revista cómica divierte a todos.","transp","revista",29,2472,1
"690","A","53","C4","Señala que su lección perfecta requiere preparación.","opaq","lección",30,2706,1
"691","A","53","C1","Demuestra que el zapato caro resiste la lluvia.","transp","zapato",31,2443,1
"692","A","53","C1","Dice que el colegio nuevo cuesta mucho dinero.","transp","colegio",32,2802,1
"693","A","53","C3","Cree que el pastel típico lleva demasiados ingredientes.","opaq","pastel",33,3226,1
"694","A","59","C4","Dice que la mochila rallada contiene nuestras cosas","transp","mochila",1,33808,1
"695","A","59","C2","Descubre que su sombrero barato soporta la lluvia.","transp","sombrero",2,2351,0
"696","A","59","C1","Cree que la cena mala decepciona al padre.","transp","cena",3,1683,1
"697","A","59","C3","Piensa que la religión estricta molesta al joven.","opaq","religión",4,2346,1
"698","A","59","C2","Descubre que su teclado bueno vale menos dinero.","transp","teclado",5,1710,1
"699","A","59","C3","Avisa de que la conexión moderna repara el sistema.","opaq","conexión",6,1991,1
"700","A","59","C4","Dice que su proyector nuevo cuesta mucho dinero.","opaq","proyector",7,1758,1
"701","A","59","C3","Piensa que la crisis larga produce insomnio.","opaq","crisis",8,1524,1
"702","A","59","C2","Indica que su mercado pequeño contrata a estudiantes.","transp","mercado",9,1831,1
"703","A","59","C1","Indica que la revista cómica divierte a todos.","transp","revista",10,1636,1
"704","A","59","C4","Sugiere que su pantalón rojo llama la atención.","opaq","pantalón",11,1940,1
"705","A","59","C1","Aclara que la palabra secreta resuelve el misterio.","transp","palabra",12,1610,1
"706","A","59","C3","Dice que la nación limpia recibe más turistas.","opaq","nación",13,1695,1
"707","A","59","C1","Comenta que la silla rosada mejora la sala.","transp","silla",14,1317,1
"708","A","59","C4","Cuenta que su lugar famoso representa su vida.","opaq","lugar",15,1454,0
"709","A","59","C2","Explica que su tamaño mediano resulta más práctico.","transp","tamaño",16,2173,1
"710","A","59","C2","Avisa de que su templo sagrado tiene poderes mágicos.","transp","templo",17,2258,1
"711","A","59","C1","Cuenta que la planta bonita gana el concurso.","transp","planta",18,1435,1
"712","A","59","C4","Demuestra que su maletín caro resiste la lluvia.","opaq","maletín",19,3887,1
"713","A","59","C3","Declara que la tradición rara confunde al rey.","opaq","tradición",20,1750,1
"714","A","59","C3","Menciona que la nariz dorada causa sorpresa.","opaq","nariz",21,1396,1
"715","A","59","C4","Comenta que su sillón blanco demanda mucho cuidado.","opaq","sillón",22,1475,1
"716","A","59","C2","Menciona que su bolso morado lidera las ventas.","transp","bolso",23,1636,1
"717","A","59","C2","Anuncia que su vaso sucio disgusta al invitado.","transp","vaso",24,1937,1
"718","A","59","C2","Cree que su plato típico lleva demasiados ingredientes.","transp","plato",25,1479,1
"719","A","59","C3","Manifiesta que la mansión preciosa sorprende al hombre.","opaq","mansión",26,2348,0
"720","A","59","C4","Opina que su collar negro cautiva al cliente.","opaq","collar",27,1790,1
"721","A","59","C4","Anuncia que su cristal roto crea más basura.","opaq","cristal",28,2256,1
"722","A","59","C3","Señala que la lección perfecta requiere preparación.","opaq","lección",29,1815,1
"723","A","59","C1","Aclara que la escuela pública trae problemas.","transp","escuela",30,1453,1
"724","A","59","C1","Opina que la novela trágica divide al pueblo.","transp","novela",31,1799,1
"725","A","59","C1","Sostiene que la taberna oscura necesita más luz.","transp","taberna",32,2398,1
"726","A","59","C4","Declara que su camión antiguo contamina el ambiente.","opaq","camión",33,2115,1
"727","A","61","C4","Dice que la mochila rallada contiene nuestras cosas","transp","mochila",1,4706,1
"728","A","61","C2","Indica que su revista cómica divierte a todos.","transp","revista",2,2369,1
"729","A","61","C2","Opina que su novela trágica divide al pueblo.","transp","novela",3,3067,1
"730","A","61","C2","Cuenta que su planta bonita gana el concurso.","transp","planta",4,2780,1
"731","A","61","C1","Dice que el colegio nuevo cuesta mucho dinero.","transp","colegio",5,5290,0
"732","A","61","C4","Dice que su nación limpia recibe más turistas.","opaq","nación",6,2777,1
"733","A","61","C3","Avisa de que el metal sagrado tiene poderes mágicos.","opaq","metal",7,2332,1
"734","A","61","C1","Opina que el cuero negro cautiva al cliente.","transp","cuero",8,2046,1
"735","A","61","C4","Piensa que su crisis larga produce insomnio.","opaq","crisis",9,1913,1
"736","A","61","C2","Comenta que su silla rosada mejora la sala.","transp","silla",10,2175,1
"737","A","61","C1","Declara que el carro antiguo contamina el ambiente.","transp","carro",11,2806,1
"738","A","61","C4","Señala que su lección perfecta requiere preparación.","opaq","lección",12,2516,1
"739","A","61","C1","Anuncia que el palo roto crea más basura.","transp","palo",13,1941,1
"740","A","61","C4","Piensa que su religión estricta molesta al joven.","opaq","religión",14,2285,1
"741","A","61","C2","Sostiene que su taberna oscura necesita más luz.","transp","taberna",15,1848,1
"742","A","61","C2","Cree que su cena mala decepciona al padre.","transp","cena",16,1657,1
"743","A","61","C4","Declara que su tradición rara confunde al rey.","opaq","tradición",17,2077,1
"744","A","61","C3","Indica que el hospital pequeño contrata a estudiantes.","opaq","hospital",18,2515,1
"745","A","61","C3","Anuncia que el jardín sucio disgusta al invitado.","opaq","jardín",19,2005,1
"746","A","61","C4","Manifiesta que su mansión preciosa sorprende al hombre.","opaq","mansión",20,2028,1
"747","A","61","C4","Avisa de que su conexión moderna repara el sistema.","opaq","conexión",21,2025,1
"748","A","61","C1","Sugiere que el anillo rojo llama la atención.","transp","anillo",22,2105,1
"749","A","61","C3","Explica que el cinturón mediano resulta más práctico.","opaq","cinturón",23,2460,1
"750","A","61","C2","Aclara que su escuela púbica trae problemas.","transp","escuea",24,2422,1
"751","A","61","C1","Demuestra que el zapato caro resiste la lluvia.","transp","zapato",25,2418,1
"752","A","61","C4","Menciona que su nariz dorada causa sorpresa.","opaq","nariz",26,1943,1
"753","A","61","C1","Comenta que el suelo blanco demanda mucho cuidado.","transp","suelo",27,1570,1
"754","A","61","C3","Cree que el pastel típico lleva demasiados ingredientes.","opaq","pastel",28,2269,1
"755","A","61","C3","Descubre que el paraguas barato soporta la lluvia.","opaq","paraguas",29,3223,1
"756","A","61","C1","Cuenta que el cuadro famoso representa su vida.","transp","cuadro",30,1642,1
"757","A","61","C3","Descubre que el borrador bueno vale menos dinero.","opaq","borrador",31,1734,1
"758","A","61","C3","Menciona que el maíz morado lidera las ventas.","opaq","maíz",32,1792,1
"759","A","61","C2","Aclara que su palabra secreta resuelve el misterio.","transp","palabra",33,2281,1
"760","B","13","C4","Dice que la mochila rallada contiene nuestras cosas","transp","mochila",1,5403,1
"761","B","13","C3","Avisa de que la conexión moderna repara el sistema.","opaq","conexión",2,3271,1
"762","B","13","C2","Anuncia que su vaso sucio disgusta al invitado.","transp","vaso",3,3470,1
"763","B","13","C1","Indica que la revista cómica divierte a todos.","transp","revista",4,2869,1
"764","B","13","C4","Declara que su camión antiguo contamina el ambiente.","opaq","camión",5,2762,1
"765","B","13","C3","Declara que la tradición rara confunde al rey.","opaq","tradición",6,3394,1
"766","B","13","C2","Menciona que su bolso morado lidera las ventas.","transp","bolso",7,3451,1
"767","B","13","C2","Descubre que su teclado bueno vale menos dinero.","transp","teclado",8,3250,1
"768","B","13","C1","Cuenta que la planta bonita gana el concurso.","transp","planta",9,3089,1
"769","B","13","C3","Dice que la nación limpia recibe más turistas.","opaq","nación",10,3295,1
"770","B","13","C1","Comenta que la silla rosada mejora la sala.","transp","silla",11,2585,1
"771","B","13","C2","Descubre que su sombrero barato soporta la lluvia.","transp","sombrero",12,2815,1
"772","B","13","C4","Dice que su proyector nuevo cuesta mucho dinero.","opaq","proyector",13,3885,1
"773","B","13","C2","Avisa de que su templo sagrado tiene poderes mágicos.","transp","templo",14,3302,1
"774","B","13","C1","Opina que la novela trágica divide al pueblo.","transp","novela",15,3143,1
"775","B","13","C3","Piensa que la religión estricta molesta al joven.","opaq","religión",16,3275,1
"776","B","13","C4","Comenta que su sillón blanco demanda mucho cuidado.","opaq","sillón",17,2865,1
"777","B","13","C3","Menciona que la nariz dorada causa sorpresa.","opaq","nariz",18,2925,1
"778","B","13","C2","Explica que su tamaño mediano resulta más práctico.","transp","tamaño",19,3117,1
"779","B","13","C1","Aclara que la palabra secreta resuelve el misterio.","transp","palabra",20,3232,1
"780","B","13","C2","Indica que su mercado pequeño contrata a estudiantes.","transp","mercado",21,3631,1
"781","B","13","C4","Sugiere que su pantalón rojo llama la atención.","opaq","pantalón",22,3208,1
"782","B","13","C3","Manifiesta que la mansión preciosa sorprende al hombre.","opaq","mansión",23,3168,1
"783","B","13","C4","Opina que su collar negro cautiva al cliente.","opaq","collar",24,3109,1
"784","B","13","C1","Aclara que la escuela pública trae problemas.","transp","escuela",25,2958,1
"785","B","13","C4","Anuncia que su cristal roto crea más basura.","opaq","cristal",26,3147,1
"786","B","13","C3","Señala que la lección perfecta requiere preparación.","opaq","lección",27,3150,1
"787","B","13","C4","Cuenta que su lugar famoso representa su vida.","opaq","lugar",28,3238,0
"788","B","13","C3","Piensa que la crisis larga produce insomnio.","opaq","crisis",29,3159,1
"789","B","13","C1","Sostiene que la taberna oscura necesita más luz.","transp","taberna",30,3452,1
"790","B","13","C2","Cree que su plato típico lleva demasiados ingredientes.","transp","plato",31,4328,1
"791","B","13","C4","Demuestra que su maletín caro resiste la lluvia.","opaq","maletín",32,3169,1
"792","B","13","C1","Cree que la cena mala decepciona al padre.","transp","cena",33,3155,1
"793","B","16","C4","Dice que la mochila rallada contiene nuestras cosas","transp","mochila",1,5496,1
"794","B","16","C1","Cuenta que el cuadro famoso representa su vida.","transp","cuadro",2,2589,0
"795","B","16","C3","Descubre que el paraguas barato soporta la lluvia.","opaq","paraguas",3,2745,1
"796","B","16","C4","Declara que su tradición rara confunde al rey.","opaq","tradición",4,3293,1
"797","B","16","C4","Avisa de que su conexión moderna repara el sistema.","opaq","conexión",5,2970,1
"798","B","16","C4","Piensa que su religión estricta molesta al joven.","opaq","religión",6,2789,1
"799","B","16","C4","Menciona que su nariz dorada causa sorpresa.","opaq","nariz",7,2650,1
"800","B","16","C1","Demuestra que el zapato caro resiste la lluvia.","transp","zapato",8,3094,1
"801","B","16","C2","Cuenta que su planta bonita gana el concurso.","transp","planta",9,2982,1
"802","B","16","C4","Dice que su nación limpia recibe más turistas.","opaq","nación",10,2722,1
"803","B","16","C1","Comenta que el suelo blanco demanda mucho cuidado.","transp","suelo",11,1831,1
"804","B","16","C4","Manifiesta que su mansión preciosa sorprende al hombre.","opaq","mansión",12,5502,1
"805","B","16","C2","Opina que su novela trágica divide al pueblo.","transp","novela",13,2906,1
"806","B","16","C2","Indica que su revista cómica divierte a todos.","transp","revista",14,2698,1
"807","B","16","C4","Piensa que su crisis larga produce insomnio.","opaq","crisis",15,2387,1
"808","B","16","C3","Indica que el hospital pequeño contrata a estudiantes.","opaq","hospital",16,3335,1
"809","B","16","C3","Descubre que el borrador bueno vale menos dinero.","opaq","borrador",17,3499,1
"810","B","16","C1","Declara que el carro antiguo contamina el ambiente.","transp","carro",18,3696,1
"811","B","16","C2","Comenta que su silla rosada mejora la sala.","transp","silla",19,2432,1
"812","B","16","C3","Avisa de que el metal sagrado tiene poderes mágicos.","opaq","metal",20,2808,1
"813","B","16","C3","Cree que el pastel típico lleva demasiados ingredientes.","opaq","pastel",21,3453,1
"814","B","16","C1","Anuncia que el palo roto crea más basura.","transp","palo",22,2271,1
"815","B","16","C2","Cree que su cena mala decepciona al padre.","transp","cena",23,2602,1
"816","B","16","C3","Menciona que el maíz morado lidera las ventas.","opaq","maíz",24,2669,1
"817","B","16","C1","Sugiere que el anillo rojo llama la atención.","transp","anillo",25,3075,1
"818","B","16","C3","Explica que el cinturón mediano resulta más práctico.","opaq","cinturón",26,2977,1
"819","B","16","C2","Sostiene que su taberna oscura necesita más luz.","transp","taberna",27,2970,1
"820","B","16","C1","Dice que el colegio nuevo cuesta mucho dinero.","transp","colegio",28,2072,1
"821","B","16","C4","Señala que su lección perfecta requiere preparación.","opaq","lección",29,3188,1
"822","B","16","C3","Anuncia que el jardín sucio disgusta al invitado.","opaq","jardín",30,3216,1
"823","B","16","C1","Opina que el cuero negro cautiva al cliente.","transp","cuero",31,2551,1
"824","B","16","C2","Aclara que su palabra secreta resuelve el misterio.","transp","palabra",32,3017,1
"825","B","16","C2","Aclara que su escuela púbica trae problemas.","transp","escuea",33,2680,1
"826","B","19","C4","Dice que la mochila rallada contiene nuestras cosas","transp","mochila",1,17093,1
"827","B","19","C4","Anuncia que su jardín sucio disgusta al invitado.","opaq","jardín",2,5925,0
"828","B","19","C2","Dice que su colegio nuevo cuesta mucho dinero.","transp","colegio",3,2889,1
"829","B","19","C3","Cree que la acción mala decepciona al padre.","opaq","acción",4,2580,1
"830","B","19","C2","Sugiere que su anillo rojo llama la atención.","transp","anillo",5,1687,1
"831","B","19","C3","Indica que la reunión cómica divierte a todos.","opaq","reunión",6,2371,1
"832","B","19","C3","Cuenta que la canción bonita gana el concurso.","opaq","canción",7,1938,1
"833","B","19","C3","Opina que la situación trágica divide al pueblo.","opaq","situación",8,2983,1
"834","B","19","C2","Anuncia que su palo roto crea más basura.","transp","palo",9,2214,1
"835","B","19","C1","Señala que la fiesta perfecta requiere preparación.","transp","fiesta",10,1796,1
"836","B","19","C1","Menciona que la falda dorada causa sorpresa.","transp","falda",11,2273,1
"837","B","19","C4","Descubre que su borrador bueno vale menos dinero.","opaq","borrador",12,2511,1
"838","B","19","C3","Aclara que la imagen secreta resuelve el misterio.","opaq","imagen",13,2745,1
"839","B","19","C1","Dice que la sala limpia recibe más turistas.","transp","sala",14,2167,1
"840","B","19","C3","Comenta que la pared rosada mejora la sala.","opaq","pared",15,2108,1
"841","B","19","C1","Manifiesta que la piedra preciosa sorprende al hombre.","transp","piedra",16,3039,1
"842","B","19","C2","Opina que su cuero negro cautiva al cliente.","transp","cuero",17,1821,1
"843","B","19","C1","Piensa que la iglesia estricta molesta al joven.","transp","iglesia",18,1920,1
"844","B","19","C3","Sostiene que la estación oscura necesita más luz.","opaq","estación",19,2749,1
"845","B","19","C2","Demuestra que su zapato caro resiste la lluvia.","transp","zapato",20,1783,1
"846","B","19","C4","Cree que su pastel típico lleva demasiados ingredientes.","opaq","pastel",21,1791,1
"847","B","19","C4","Descubre que su paraguas barato soporta la lluvia.","opaq","paraguas",22,3090,1
"848","B","19","C4","Avisa de que su metal sagrado tiene poderes mágicos.","opaq","metal",23,2917,1
"849","B","19","C4","Explica que su cinturón mediano resulta más práctico.","opaq","cinturón",24,3199,1
"850","B","19","C1","Declara que la lámpara rara confunde al rey.","transp","lámpara",25,2367,1
"851","B","19","C4","Menciona que su maíz morado lidera las ventas.","opaq","maíz",26,2278,1
"852","B","19","C2","Cuenta que su cuadro famoso representa su vida.","transp","cuadro",27,2437,1
"853","B","19","C1","Avisa de que la máquina moderna repara el sistema.","transp","máquina",28,2392,1
"854","B","19","C2","Declara que su carro antiguo contamina el ambiente.","transp","carro",29,2340,1
"855","B","19","C2","Comenta que su suelo blanco demanda mucho cuidado.","transp","suelo",30,1318,1
"856","B","19","C1","Piensa que la charla larga produce insomnio.","transp","charla",31,2226,1
"857","B","19","C4","Indica que su hospital pequeño contrata a estudiantes.","opaq","hospital",32,2891,1
"858","B","19","C3","Aclara que la opinión pública trae problemas.","opaq","opinión",33,2304,1
"859","B","24","C4","Dice que la mochila rallada contiene nuestras cosas","transp","mochila",1,6459,1
"860","B","24","C3","Cree que el pastel típico lleva demasiados ingredientes.","opaq","pastel",2,2403,1
"861","B","24","C4","Manifiesta que su mansión preciosa sorprende al hombre.","opaq","mansión",3,6017,1
"862","B","24","C1","Anuncia que el palo roto crea más basura.","transp","palo",4,1293,1
"863","B","24","C1","Declara que el carro antiguo contamina el ambiente.","transp","carro",5,2749,1
"864","B","24","C2","Cree que su cena mala decepciona al padre.","transp","cena",6,2116,1
"865","B","24","C2","Sostiene que su taberna oscura necesita más luz.","transp","taberna",7,2682,1
"866","B","24","C3","Anuncia que el jardín sucio disgusta al invitado.","opaq","jardín",8,1600,1
"867","B","24","C3","Avisa de que el metal sagrado tiene poderes mágicos.","opaq","metal",9,2069,1
"868","B","24","C1","Sugiere que el anillo rojo llama la atención.","transp","anillo",10,1212,1
"869","B","24","C1","Comenta que el suelo blanco demanda mucho cuidado.","transp","suelo",11,1313,1
"870","B","24","C4","Dice que su nación limpia recibe más turistas.","opaq","nación",12,1678,1
"871","B","24","C1","Opina que el cuero negro cautiva al cliente.","transp","cuero",13,1621,1
"872","B","24","C4","Piensa que su crisis larga produce insomnio.","opaq","crisis",14,1711,1
"873","B","24","C4","Avisa de que su conexión moderna repara el sistema.","opaq","conexión",15,2426,1
"874","B","24","C3","Descubre que el borrador bueno vale menos dinero.","opaq","borrador",16,1324,1
"875","B","24","C4","Declara que su tradición rara confunde al rey.","opaq","tradición",17,2138,1
"876","B","24","C4","Señala que su lección perfecta requiere preparación.","opaq","lección",18,2807,1
"877","B","24","C1","Demuestra que el zapato caro resiste la lluvia.","transp","zapato",19,2036,1
"878","B","24","C3","Menciona que el maíz morado lidera las ventas.","opaq","maíz",20,1848,1
"879","B","24","C2","Comenta que su silla rosada mejora la sala.","transp","silla",21,2101,1
"880","B","24","C2","Opina que su novela trágica divide al pueblo.","transp","novela",22,2217,1
"881","B","24","C2","Indica que su revista cómica divierte a todos.","transp","revista",23,2270,1
"882","B","24","C4","Menciona que su nariz dorada causa sorpresa.","opaq","nariz",24,1945,1
"883","B","24","C1","Dice que el colegio nuevo cuesta mucho dinero.","transp","colegio",25,1290,1
"884","B","24","C2","Aclara que su escuela púbica trae problemas.","transp","escuea",26,1677,1
"885","B","24","C1","Cuenta que el cuadro famoso representa su vida.","transp","cuadro",27,1212,1
"886","B","24","C3","Explica que el cinturón mediano resulta más práctico.","opaq","cinturón",28,2098,1
"887","B","24","C4","Piensa que su religión estricta molesta al joven.","opaq","religión",29,2097,1
"888","B","24","C3","Indica que el hospital pequeño contrata a estudiantes.","opaq","hospital",30,1891,1
"889","B","24","C2","Cuenta que su planta bonita gana el concurso.","transp","planta",31,1398,1
"890","B","24","C2","Aclara que su palabra secreta resuelve el misterio.","transp","palabra",32,1679,1
"891","B","24","C3","Descubre que el paraguas barato soporta la lluvia.","opaq","paraguas",33,1839,1
"892","B","27","C4","Dice que la mochila rallada contiene nuestras cosas","transp","mochila",1,5044,1
"893","B","27","C1","Dice que la sala limpia recibe más turistas.","transp","sala",2,2828,1
"894","B","27","C3","Aclara que la imagen secreta resuelve el misterio.","opaq","imagen",3,2934,1
"895","B","27","C1","Piensa que la charla larga produce insomnio.","transp","charla",4,2355,1
"896","B","27","C3","Cree que la acción mala decepciona al padre.","opaq","acción",5,2547,1
"897","B","27","C1","Señala que la fiesta perfecta requiere preparación.","transp","fiesta",6,3324,1
"898","B","27","C4","Descubre que su borrador bueno vale menos dinero.","opaq","borrador",7,2745,1
"899","B","27","C1","Piensa que la iglesia estricta molesta al joven.","transp","iglesia",8,2737,1
"900","B","27","C3","Indica que la reunión cómica divierte a todos.","opaq","reunión",9,2680,1
"901","B","27","C4","Explica que su cinturón mediano resulta más práctico.","opaq","cinturón",10,3237,1
"902","B","27","C2","Dice que su colegio nuevo cuesta mucho dinero.","transp","colegio",11,3064,1
"903","B","27","C2","Anuncia que su palo roto crea más basura.","transp","palo",12,2593,1
"904","B","27","C4","Avisa de que su metal sagrado tiene poderes mágicos.","opaq","metal",13,3432,1
"905","B","27","C4","Menciona que su maíz morado lidera las ventas.","opaq","maíz",14,2534,1
"906","B","27","C2","Comenta que su suelo blanco demanda mucho cuidado.","transp","suelo",15,2990,1
"907","B","27","C3","Cuenta que la canción bonita gana el concurso.","opaq","canción",16,3254,1
"908","B","27","C1","Declara que la lámpara rara confunde al rey.","transp","lámpara",17,2625,1
"909","B","27","C2","Declara que su carro antiguo contamina el ambiente.","transp","carro",18,3113,1
"910","B","27","C3","Sostiene que la estación oscura necesita más luz.","opaq","estación",19,3296,1
"911","B","27","C4","Anuncia que su jardín sucio disgusta al invitado.","opaq","jardín",20,3099,1
"912","B","27","C2","Cuenta que su cuadro famoso representa su vida.","transp","cuadro",21,2661,1
"913","B","27","C1","Menciona que la falda dorada causa sorpresa.","transp","falda",22,2529,1
"914","B","27","C1","Manifiesta que la piedra preciosa sorprende al hombre.","transp","piedra",23,2796,1
"915","B","27","C4","Descubre que su paraguas barato soporta la lluvia.","opaq","paraguas",24,2901,1
"916","B","27","C1","Avisa de que la máquina moderna repara el sistema.","transp","máquina",25,2523,1
"917","B","27","C4","Indica que su hospital pequeño contrata a estudiantes.","opaq","hospital",26,3047,1
"918","B","27","C3","Opina que la situación trágica divide al pueblo.","opaq","situación",27,3089,1
"919","B","27","C3","Aclara que la opinión pública trae problemas.","opaq","opinión",28,2687,1
"920","B","27","C2","Sugiere que su anillo rojo llama la atención.","transp","anillo",29,2631,1
"921","B","27","C3","Comenta que la pared rosada mejora la sala.","opaq","pared",30,2488,1
"922","B","27","C2","Demuestra que su zapato caro resiste la lluvia.","transp","zapato",31,2840,1
"923","B","27","C2","Opina que su cuero negro cautiva al cliente.","transp","cuero",32,2727,1
"924","B","27","C4","Cree que su pastel típico lleva demasiados ingredientes.","opaq","pastel",33,3580,1
"925","B","29","C4","Dice que la mochila rallada contiene nuestras cosas","transp","mochila",1,6027,0
"926","B","29","C2","Descubre que su teclado bueno vale menos dinero.","transp","teclado",2,2701,1
